"FID","tile","lat","lon"
52330,"56EMS",-61.8227399403,152.143042854
52331,"56EMT",-60.9249651904,152.167269228
52332,"56EMU",-60.0276005134,152.189957064
52333,"56EMV",-59.1295670312,152.211265661
52334,"56ENA",-58.2302962024,153.934543975
52335,"56ENB",-57.3325741213,153.911628914
52336,"56ENC",-56.4341766952,153.890011062
52337,"56ENQ",-63.6159928495,154.107027277
52338,"56ENR",-62.7190611502,154.073319161
52339,"56ENS",-61.8214626979,154.041832458
52340,"56ENT",-60.9237344772,154.012381631
52341,"56ENU",-60.0264137545,153.984800973
52342,"56ENV",-59.1284219307,153.958896864
52343,"56EPA",-58.206498141,155.636367257
52344,"56EPB",-57.309584089,155.571800349
52345,"56EPC",-56.4119567407,155.510883287
52346,"56EPQ",-63.5863156914,156.122168544
52347,"56EPR",-62.6905102661,156.027258274
52348,"56EPS",-61.7939724869,155.938589544
52349,"56EPT",-60.8972448087,155.855642794
52350,"56EPU",-60.0008693769,155.77795375
52351,"56EPV",-59.1037735288,155.704979036
52352,"56FLD",-55.5171654503,150.701700482
52353,"56FLE",-54.6196338195,150.752604405
52354,"56FLF",-53.7213974908,150.800804104
52355,"56FLG",-52.8229960627,150.846463161
52356,"56FLH",-51.9249694406,150.889732828
52357,"56FLJ",-51.0262403256,150.930825181
52358,"56FLK",-50.1273484253,150.969859273
52359,"56FLL",-49.2288338256,151.006946199
52360,"56FLM",-48.3296185857,151.042251698
52361,"56FMD",-55.5366395552,152.284717388
52362,"56FME",-54.6384719463,152.300574702
52363,"56FMF",-53.7396266363,152.315588688
52364,"56FMG",-52.8406415931,152.329810468
52365,"56FMH",-51.9420552177,152.343287293
52366,"56FMJ",-51.0427878765,152.356085342
52367,"56FMK",-50.143378106,152.368241798
52368,"56FML",-49.2443648988,152.379791351
52369,"56FMM",-48.3446684506,152.390785699
52370,"56FND",-55.5356414957,153.86960324
52371,"56FNE",-54.6375064953,153.850325672
52372,"56FNF",-53.7386924088,153.832073271
52373,"56FNG",-52.839737287,153.814783901
52374,"56FNH",-51.9411796081,153.798400124
52375,"56FNJ",-51.0419398598,153.782841497
52376,"56FNK",-50.1425566374,153.768062823
52377,"56FNL",-49.2435689889,153.754021931
52378,"56FNM",-48.3438972091,153.740655982
52379,"56FPD",-55.5141562162,155.453371407
52380,"56FPE",-54.6167228049,155.399040747
52381,"56FPF",-53.7185805336,155.347595864
52382,"56FPG",-52.820269249,155.298862251
52383,"56FPH",-51.9223290877,155.252678546
52384,"56FPJ",-51.0236831124,155.208818455
52385,"56FPK",-50.1248712121,155.167154963
52386,"56FPL",-49.2264336376,155.127569542
52387,"56FPM",-48.3272927384,155.08988533
52388,"56FQF",-53.6793721518,156.859503765
52389,"56FQG",-52.7823143495,156.779532629
52390,"56FQH",-51.8855765854,156.703737268
52391,"56FQJ",-50.9880869116,156.63174777
52392,"56FQK",-50.0903877182,156.563356937
52393,"56FQL",-49.1930215789,156.498371325
52394,"56FQM",-48.2949148308,156.436501559
52395,"56GKA",-40.2078951892,150.11983131
52396,"56GKU",-42.0069459269,150.04004402
52397,"56GKV",-41.1077770911,150.080829053
52398,"56GLA",-40.2311752277,151.294407419
52399,"56GLN",-47.4302427071,151.075863907
52400,"56GLP",-46.5312466077,151.107865784
52401,"56GLQ",-45.6315518556,151.138389082
52402,"56GLR",-44.7316988642,151.167500009
52403,"56GLS",-43.8322284849,151.195261392
52404,"56GLT",-42.9320618971,151.221779492
52405,"56GLU",-42.0317400037,151.247104658
52406,"56GLV",-41.1318041595,151.271285053
52407,"56GMA",-40.2425274939,152.4692968
52408,"56GMN",-47.4448279112,152.401252356
52409,"56GMP",-46.5453828945,152.411217217
52410,"56GMQ",-45.6452534515,152.420721364
52411,"56GMR",-44.7449793642,152.429785459
52412,"56GMS",-43.8451008941,152.438429106
52413,"56GMT",-42.9445379563,152.446685427
52414,"56GMU",-42.0438309875,152.454570133
52415,"56GMV",-41.1435209013,152.462098246
52416,"56GNA",-40.2419457738,153.645208438
52417,"56GNN",-47.4440804873,153.727931527
52418,"56GNP",-46.5446584816,153.71581709
52419,"56GNQ",-45.6445513193,153.704262732
52420,"56GNR",-44.7442988166,153.693243335
52421,"56GNS",-43.8444412621,153.68273507
52422,"56GNT",-42.943898639,153.67269767
52423,"56GNU",-42.0432114068,153.663112041
52424,"56GNV",-41.1429205013,153.653959918
52425,"56GPA",-40.229420689,154.820734363
52426,"56GPN",-47.4279886473,155.054008286
52427,"56GPP",-46.5290619045,155.019849899
52428,"56GPQ",-45.6294343128,154.987269561
52429,"56GPR",-44.729646382,154.95619663
52430,"56GPS",-43.8302390568,154.926564068
52431,"56GPT",-42.9301337111,154.898258473
52432,"56GPU",-42.0298713177,154.871226115
52433,"56GPV",-41.1299933017,154.845415604
52434,"56GQA",-40.204992362,155.99446898
52435,"56GQN",-47.3966094305,156.37759409
52436,"56GQP",-46.4986476261,156.321504336
52437,"56GQQ",-45.5999544732,156.268002072
52438,"56GQR",-44.7010718269,156.216971864
52439,"56GQS",-43.8025418974,156.168304133
52440,"56GQT",-42.9032887619,156.121813077
52441,"56GQU",-42.0038543905,156.077410852
52442,"56GQV",-41.1047811526,156.035013405
52443,"56HKB",-39.3078423684,150.157115802
52444,"56HKC",-38.4081611988,150.192745225
52445,"56HKD",-37.5077741549,150.226840018
52446,"56HKE",-36.6072237698,150.259450605
52447,"56HKF",-35.7070530065,150.290626008
52448,"56HKG",-34.8061838774,150.320466361
52449,"56HKH",-33.9051593562,150.349011061
52450,"56HKJ",-33.0045228511,150.376298721
52451,"56HKK",-32.1031959914,150.402413107
52452,"56HLB",-39.3303946467,151.316510452
52453,"56HLC",-38.4300043184,151.337631456
52454,"56HLD",-37.5289248397,151.357841954
52455,"56HLE",-36.6276982202,151.377171946
52456,"56HLF",-35.7268669229,151.395650589
52457,"56HLG",-34.8253513269,151.413337326
52458,"56HLH",-33.9236940194,151.430255589
52459,"56HLJ",-33.0224380343,151.446428339
52460,"56HLK",-32.120503562,151.461905289
52461,"56HMB",-39.3413918588,152.476177865
52462,"56HMC",-38.4406555632,152.482753074
52463,"56HMD",-37.5392382937,152.489044714
52464,"56HME",-36.6376818002,152.495062139
52465,"56HMF",-35.7365282982,152.500814443
52466,"56HMG",-34.8346973721,152.506320143
52467,"56HMH",-33.9327314172,152.511586545
52468,"56HMJ",-33.031173286,152.516620808
52469,"56HMK",-32.1289424655,152.521438416
52470,"56HNB",-39.3408283347,153.63684293
52471,"56HNC",-38.44010977,153.62884925
52472,"56HND",-37.5387098116,153.621200308
52473,"56HNE",-36.6371702235,153.61388473
52474,"56HNF",-35.736033234,153.606891463
52475,"56HNG",-34.8342184678,153.600197994
52476,"56HNH",-33.9322683302,153.593795444
52477,"56HNJ",-33.0307256826,153.587675109
52478,"56HNK",-32.128510049,153.581818164
52479,"56HPB",-39.3286949739,154.7971411
52480,"56HPC",-38.4283581058,154.774596005
52481,"56HPD",-37.5273308274,154.753022745
52482,"56HPE",-36.6261551841,154.732389306
52483,"56HPF",-35.7253736787,154.712664571
52484,"56HPG",-34.8239068133,154.693785097
52485,"56HPH",-33.9222972041,154.675725876
52486,"56HPJ",-33.0210879127,154.65846241
52487,"56HPK",-32.1191992402,154.641941635
52488,"56HQB",-39.3050302531,155.955710031
52489,"56HQC",-38.4054374815,155.918671414
52490,"56HQD",-37.5051367527,155.883227952
52491,"56HQE",-36.6046706646,155.849327251
52492,"56HQF",-35.7045822451,155.816918373
52493,"56HQG",-34.8037937078,155.785897239
52494,"56HQH",-33.9028480761,155.756222913
52495,"56HQJ",-33.002288803,155.72785527
52496,"56HQK",-32.1010376967,155.700707242
52497,"56JKL",-31.2017222274,150.427385171
52498,"56JKM",-30.3006454304,150.451245524
52499,"56JKN",-29.3988869159,150.474064525
52500,"56JKP",-28.4969906207,150.4958666
52501,"56JKQ",-27.5955008902,150.516676129
52502,"56JKR",-26.6933387752,150.536552344
52503,"56JKS",-25.7910486974,150.555514562
52504,"56JKT",-24.8891754654,150.573582275
52505,"56JLL",-31.2184337705,151.47670484
52506,"56JLM",-30.3167722586,151.490845191
52507,"56JLN",-29.414439053,151.504368087
52508,"56JLP",-28.5119778919,151.517288049
52509,"56JLQ",-27.6099329217,151.529619564
52510,"56JLR",-26.7072240297,151.541397771
52511,"56JLS",-25.8043955,151.552634151
52512,"56JLT",-24.9019920069,151.563340285
52513,"56JML",-31.2265819835,152.526045108
52514,"56JMM",-30.3246353074,152.530446554
52515,"56JMN",-29.4220218334,152.534655759
52516,"56JMP",-28.5192851992,152.538677246
52517,"56JMQ",-27.6169694602,152.542515534
52518,"56JMR",-26.7139939309,152.546181564
52519,"56JMS",-25.8109028297,152.549678915
52520,"56JMT",-24.9082407636,152.553011197
52521,"56JNL",-31.2261644633,153.576217635
52522,"56JNM",-30.3242323994,153.570866627
52523,"56JNN",-29.4216332876,153.565749331
52524,"56JNP",-28.5189107709,153.560860248
52525,"56JNQ",-27.6166089058,153.556193885
52526,"56JNR",-26.7136470408,153.551736942
52527,"56JNS",-25.8105693935,153.547485066
52528,"56JNT",-24.907920578,153.54343387
52529,"56JPL",-31.2171743734,154.626143912
52530,"56JPM",-30.3155569328,154.611049824
52531,"56JPN",-29.413267043,154.596614809
52532,"56JPP",-28.5108484549,154.582823374
52533,"56JPQ",-27.6088453328,154.569660056
52534,"56JPR",-26.7061776496,154.55708735
52535,"56JPS",-25.8033897018,154.545093002
52536,"56JPT",-24.9010261719,154.533664654
52537,"56JQL",-31.1996382437,155.674746665
52538,"56JQM",-30.2986343494,155.64994173
52539,"56JQN",-29.3969474883,155.626219301
52540,"56JQP",-28.4951216245,155.603553997
52541,"56JQQ",-27.5937011246,155.58192048
52542,"56JQR",-26.6916071863,155.561257183
52543,"56JQS",-25.7893842484,155.541544029
52544,"56JQT",-24.8875771381,155.522760762
52545,"56JRS",-25.7685557942,156.537674918
52546,"56JRT",-24.8675759469,156.51156156
52547,"56KKA",-22.1817617665,150.622778957
52548,"56KKB",-21.2788850727,150.637586971
52549,"56KKC",-20.3759021878,150.651635139
52550,"56KKD",-19.4733587828,150.664935953
52551,"56KKE",-18.5701753437,150.677524306
52552,"56KKF",-17.666897626,150.689409677
52553,"56KKG",-16.7640716828,150.700602033
52554,"56KKU",-23.9866399114,150.590805332
52555,"56KKV",-23.0839869258,150.607199024
52556,"56KLA",-22.1930299111,151.592491143
52557,"56KLB",-21.289650025,151.601265175
52558,"56KLC",-20.3861698601,151.60958887
52559,"56KLD",-19.4831350376,151.61746965
52560,"56KLE",-18.5794651228,151.624928206
52561,"56KLF",-17.6757058514,151.631970167
52562,"56KLG",-16.7724032558,151.638601455
52563,"56KLU",-23.9989333128,151.573545741
52564,"56KLV",-23.095764226,151.583259602
52565,"56KMA",-22.1985236473,152.562084252
52566,"56KMB",-21.2948984055,152.564815084
52567,"56KMC",-20.3911757707,152.567405736
52568,"56KMD",-19.4879013401,152.569858521
52569,"56KME",-18.5839942309,152.572179882
52570,"56KMF",-17.6800001682,152.574371571
52571,"56KMG",-16.7764651724,152.576435434
52572,"56KMU",-24.0049269759,152.556187616
52573,"56KMV",-23.1015062291,152.559211005
52574,"56KNA",-22.1982421497,153.532403363
52575,"56KNB",-21.2946294813,153.529083371
52576,"56KNC",-20.3909192706,153.525933799
52577,"56KND",-19.4876571175,153.522951838
52578,"56KNE",-18.5837621618,153.520129655
52579,"56KNF",-17.6797801301,153.517465118
52580,"56KNG",-16.7762570432,153.514955985
52581,"56KNU",-24.0046198619,153.539572161
52582,"56KNV",-23.1012120105,153.535896496
52583,"56KPA",-22.1921807694,154.502547263
52584,"56KPB",-21.2888388069,154.493181309
52585,"56KPC",-20.3853961166,154.484296063
52586,"56KPD",-19.4823983291,154.475883604
52587,"56KPE",-18.5787650752,154.467921849
52588,"56KPF",-17.6750420933,154.460404789
52589,"56KPG",-16.7717754184,154.453326102
52590,"56KPU",-23.998006905,154.522770746
52591,"56KPV",-23.094876713,154.512401581
52592,"56KQA",-22.1803565173,155.471615488
52593,"56KQB",-21.2775425719,155.456220897
52594,"56KQC",-20.3746216989,155.441616229
52595,"56KQD",-19.4721395755,155.427788497
52596,"56KQE",-18.5690168011,155.414701429
52597,"56KQF",-17.6657991356,155.402345178
52598,"56KQG",-16.763032633,155.390709381
52599,"56KQU",-23.9851068155,155.504855565
52600,"56KQV",-23.0825181872,155.487812547
52601,"56KRA",-22.1627711498,156.440453488
52602,"56KRB",-21.2607423386,156.419049138
52603,"56KRC",-20.3585973971,156.398742654
52604,"56KRD",-19.4568820787,156.379516048
52605,"56KRE",-18.5545184167,156.361318952
52606,"56KRF",-17.6520521986,156.344137728
52607,"56KRG",-16.7500295119,156.327958021
52608,"56KRU",-23.9659218031,156.486668276
52609,"56KRV",-23.0641384044,156.462973072
52610,"56LKH",-15.8606178661,150.71113016
52611,"56LKJ",-14.9570823101,150.721001407
52612,"56LKK",-14.0540114023,150.730223674
52613,"56LKL",-13.1503253897,150.738820283
52614,"56LKM",-12.2465707337,150.746796823
52615,"56LKN",-11.3432941122,150.754159462
52616,"56LKP",-10.4394156852,150.760926569
52617,"56LKQ",-9.53548219265,150.767102237
52618,"56LKR",-8.63204054923,150.772691164
52619,"56LLH",-15.868476822,151.644839135
52620,"56LLJ",-14.9644726869,151.650687575
52621,"56LLK",-14.0609372397,151.656151465
52622,"56LLL",-13.1567899045,151.661244633
52623,"56LLM",-12.2525771617,151.665970398
52624,"56LLN",-11.3488457109,151.670332422
52625,"56LLP",-10.4445149212,151.674341596
52626,"56LLQ",-9.54013156532,151.678000351
52627,"56LLR",-8.63624259372,151.681311475
52628,"56LMH",-15.8723083099,152.578376785
52629,"56LMJ",-14.9680757154,152.580196984
52630,"56LMK",-14.0643137821,152.581897494
52631,"56LML",-13.1599415292,152.58348262
52632,"56LMM",-12.2555054487,152.584953393
52633,"56LMN",-11.3515522511,152.586310959
52634,"56LMP",-10.4470009181,152.587558704
52635,"56LMQ",-9.54239823909,152.588697388
52636,"56LMR",-8.63829118009,152.58972788
52637,"56LNH",-15.8721119879,153.512595794
52638,"56LNJ",-14.967891099,153.510382892
52639,"56LNK",-14.0641407705,153.508315503
52640,"56LNL",-13.1597800424,153.506388392
52641,"56LNM",-12.2553554067,153.504600302
52642,"56LNN",-11.3514135712,153.502949846
52643,"56LNP",-10.4468735381,153.501432902
52644,"56LNQ",-9.54228209704,153.500048549
52645,"56LNR",-8.63818621302,153.49879573
52646,"56LPH",-15.8678846014,154.446667574
52647,"56LPJ",-14.9639157763,154.440424544
52648,"56LPK",-14.060415337,154.434592005
52649,"56LPL",-13.1563027652,154.429155198
52650,"56LPM",-12.2521245428,154.424110579
52651,"56LPN",-11.3484273669,154.419454241
52652,"56LPP",-10.4441306661,154.415174558
52653,"56LPQ",-9.53978121103,154.411268937
52654,"56LPR",-8.63592594692,154.4077344
52655,"56LQH",-15.8596377553,155.379764118
52656,"56LQJ",-14.9561606336,155.369501749
52657,"56LQK",-14.0531476574,155.359914064
52658,"56LQL",-13.1495191772,155.350976819
52659,"56LQM",-12.2458216496,155.342684205
52660,"56LQN",-11.3426017503,155.335029811
52661,"56LQP",-10.4387797386,155.327994543
52662,"56LQQ",-9.53490234936,155.321574146
52663,"56LQR",-8.63151649359,155.315763738
52664,"56LRH",-15.847372169,156.312738274
52665,"56LRJ",-14.944626296,156.298467908
52666,"56LRK",-14.0423382759,156.285135547
52667,"56LRL",-13.1394297434,156.272707513
52668,"56LRM",-12.2364471247,156.261175763
52669,"56LRN",-11.3339370602,156.250531413
52670,"56LRP",-10.4308210452,156.240747932
52671,"56LRQ",-9.52764575755,156.231819434
52672,"56LRR",-8.62495805537,156.223739149
52673,"56MKA",-4.11207091344,150.792120212
52674,"56MKB",-3.20842571927,150.794333151
52675,"56MKC",-2.30422092645,150.795998151
52676,"56MKD",-1.40000376886,150.797115773
52677,"56MKE",-0.496321523519,150.797687216
52678,"56MKS",-7.72801084722,150.777707146
52679,"56MKT",-6.82394004979,150.782152978
52680,"56MKU",-5.92037525052,150.786032077
52681,"56MKV",-5.01623649672,150.789353943
52682,"56MLA",-4.11406135505,151.692821967
52683,"56MLB",-3.20997774857,151.69413298
52684,"56MLC",-2.3053350174,151.695119378
52685,"56MLD",-1.40068044934,151.695781491
52686,"56MLE",-0.496561376306,151.696120032
52687,"56MLS",-7.7317673307,151.684283148
52688,"56MLT",-6.82725278529,151.686917031
52689,"56MLU",-5.92324609693,151.68921515
52690,"56MLV",-5.01866656021,151.691183137
52691,"56MMA",-4.11503173253,152.593310166
52692,"56MMB",-3.21073439228,152.593718178
52693,"56MMC",-2.30587815575,152.594025162
52694,"56MMD",-1.40101034405,152.594231223
52695,"56MME",-0.496678308857,152.594336582
52696,"56MMS",-7.73359869482,152.590652725
52697,"56MMT",-6.8288678112,152.59147244
52698,"56MMU",-5.92464569025,152.592187659
52699,"56MMV",-5.01985126233,152.592800134
52700,"56MNA",-4.11498201171,153.494440572
52701,"56MNB",-3.21069562161,153.493944532
52702,"56MNC",-2.30585032623,153.493571317
52703,"56MND",-1.40099344039,153.493320798
52704,"56MNE",-0.496672317573,153.493192708
52705,"56MNS",-7.73350485776,153.497671353
52706,"56MNT",-6.82878506008,153.496674785
52707,"56MNU",-5.92457397741,153.495805259
52708,"56MNV",-5.01979055899,153.495060644
52709,"56MPA",-4.11391136612,154.395447249
52710,"56MPB",-3.20986079624,154.394047773
52711,"56MPC",-2.30525106478,154.392994819
52712,"56MPD",-1.40062945868,154.392288029
52713,"56MPE",-0.496543301732,154.391926647
52714,"56MPS",-7.73148426009,154.404562217
52715,"56MPT",-6.82700315417,154.401750616
52716,"56MPU",-5.92302976411,154.399297433
52717,"56MPV",-5.01848344206,154.397196657
52718,"56MQA",-4.11182267538,155.295564715
52719,"56MQB",-3.20823215819,155.293264076
52720,"56MQC",-2.3040819821,155.29153309
52721,"56MQD",-1.39991937738,155.290371173
52722,"56MQE",-0.49629161027,155.289777083
52723,"56MQS",-7.72754235799,155.310548976
52724,"56MQT",-6.82352690125,155.305926957
52725,"56MQU",-5.92001721332,155.301894128
52726,"56MQV",-5.01593343058,155.298440614
52727,"56MRA",-4.10871601143,156.195648752
52728,"56MRB",-3.20580976051,156.192449249
52729,"56MRC",-2.30234311504,156.190041957
52730,"56MRD",-1.39886321626,156.188426071
52731,"56MRE",-0.495917248582,156.187599863
52732,"56MRS",-7.72167932054,156.21648715
52733,"56MRT",-6.8183564416,156.210059417
52734,"56MRU",-5.91553643836,156.204451026
52735,"56MRV",-5.0121406136,156.199648255
52736,"56NKF",0.407905812603,150.79771387
52737,"56NKG",1.31213095708,150.797195259
52738,"56NKH",2.21580663827,150.796131549
52739,"56NKJ",3.12001285471,150.794520151
52740,"56NKK",4.02420234196,150.792359553
52741,"56NKL",4.92782789044,150.789648877
52742,"56NKM",5.83196947891,150.786381508
52743,"56NKN",6.73607992475,150.782554845
52744,"56NKP",7.63961213979,150.778166915
52745,"56NLF",0.408102935902,151.696135822
52746,"56NLG",1.31276514999,151.695828581
52747,"56NLH",2.21687793947,151.695198407
52748,"56NLJ",3.12152203222,151.694243766
52749,"56NLK",4.02615011434,151.69296376
52750,"56NLL",4.93021491958,151.691357866
52751,"56NLM",5.83479716865,151.689422165
52752,"56NLN",6.73934962588,151.687155111
52753,"56NLP",7.64332515723,151.684555534
52754,"56NMF",0.408199036556,152.594341496
52755,"56NMG",1.31307433062,152.594245879
52756,"56NMH",2.21740021715,152.594049757
52757,"56NMJ",3.12225778467,152.593752656
52758,"56NMK",4.0270996896,152.593354295
52759,"56NML",4.93137864231,152.592854512
52760,"56NMM",5.83617572143,152.592252086
52761,"56NMN",6.74094367151,152.591546536
52762,"56NMP",7.64513533063,152.590737496
52763,"56NNF",0.408194112768,153.493186733
52764,"56NNG",1.31305848906,153.493302982
52765,"56NNH",2.21737345692,153.493541415
52766,"56NNJ",3.12222008509,153.493902615
52767,"56NNK",4.02705103448,153.494386922
52768,"56NNL",4.93131901366,153.494994533
52769,"56NNM",5.83610508598,153.495726932
52770,"56NNN",6.74086199329,153.496584703
52771,"56NNP",7.64504257905,153.497568292
52772,"56NPF",0.4080880809,154.391909792
52773,"56NPG",1.31271736092,154.392237763
52774,"56NPH",2.21679721092,154.392910457
52775,"56NPJ",3.12140830845,154.393929512
52776,"56NPK",4.02600333958,154.395295887
52777,"56NPL",4.93003504528,154.397010138
52778,"56NPM",5.83458408779,154.39907645
52779,"56NPN",6.73910323682,154.401496471
52780,"56NPP",7.64304536195,154.404271453
52781,"56NQF",0.407881227836,155.289749373
52782,"56NQG",1.3120518635,155.290288536
52783,"56NQH",2.21567303049,155.291394404
52784,"56NQJ",3.1198246365,155.293069664
52785,"56NQK",4.02395942519,155.295315888
52786,"56NQL",4.92753019147,155.298133992
52787,"56NQM",5.83161682416,155.301530849
52788,"56NQN",6.73567214425,155.305509164
52789,"56NQP",7.63914907167,155.310070986
52790,"56NRF",0.407573558073,156.187561327
52791,"56NRG",1.3110620175,156.188311147
52792,"56NRH",2.21400094978,156.189849086
52793,"56NRJ",3.1174691205,156.192178879
52794,"56NRK",4.02091935784,156.195302709
52795,"56NRL",4.92380454215,156.199221837
52796,"56NRM",5.82720340661,156.203945819
52797,"56NRN",6.73056885137,156.209478401
52798,"56NRP",7.63335387368,156.215822423
52799,"56PKA",13.9656517344,150.731091915
52800,"56PKB",14.8692720165,150.721926182
52801,"56PKC",15.7722732952,150.712124129
52802,"56PKQ",8.54364606771,150.773206949
52803,"56PKR",9.44763466261,150.767671161
52804,"56PKS",10.3510310225,150.761556384
52805,"56PKT",11.2549150352,150.754847477
52806,"56PKU",12.1587398528,150.747539325
52807,"56PKV",13.0619588141,150.739627408
52808,"56PLA",13.9725323143,151.656665867
52809,"56PLB",14.876617062,151.651235476
52810,"56PLC",15.7800862598,151.645428036
52811,"56PLQ",8.54780445821,151.681617048
52812,"56PLR",9.45224044154,151.678337407
52813,"56PLS",10.3560861638,151.674714728
52814,"56PLT",11.2604222856,151.670740037
52815,"56PLU",12.1647019272,151.666410296
52816,"56PLV",13.0683783979,151.661722822
52817,"56PMA",13.97588679,152.58205759
52818,"56PMB",14.8801979888,152.580367507
52819,"56PMC",15.783895323,152.578560068
52820,"56PMQ",8.54983176303,152.58982298
52821,"56PMR",9.45448586163,152.588802287
52822,"56PMS",10.3585506624,152.587674831
52823,"56PMT",11.2631072034,152.586437818
52824,"56PMU",12.1676085909,152.585090301
52825,"56PMV",13.0715081178,152.583631444
52826,"56PNA",13.9757149098,153.508120868
52827,"56PNB",14.8800145047,153.510175582
52828,"56PNC",15.7837001503,153.512372969
52829,"56PNQ",8.54972788683,153.498680113
52830,"56PNR",9.45437080867,153.499921018
52831,"56PNS",10.3584243841,153.501291721
52832,"56PNT",11.2629696314,153.502795617
52833,"56PNU",12.1674596568,153.504433857
52834,"56PNV",13.0713477534,153.506207459
52835,"56PPA",13.9720138219,154.434042896
52836,"56PPB",14.876063568,154.439839676
52837,"56PPC",15.7794975042,154.44603894
52838,"56PPQ",8.54749110203,154.407408209
52839,"56PPR",9.45189337068,154.410909138
52840,"56PPS",10.3557052308,154.41477625
52841,"56PPT",11.2600072835,154.419019123
52842,"56PPU",12.164252651,154.423640998
52843,"56PPV",13.0678946454,154.428644744
52844,"56PQA",13.9647936346,155.359011421
52845,"56PQB",14.8683559949,155.368540331
52846,"56PQC",15.7712989193,155.378730767
52847,"56PQQ",8.54312745567,155.315227512
52848,"56PQR",9.44706025483,155.320982675
52849,"56PQS",10.3504005743,155.32733977
52850,"56PQT",11.2542282041,155.334314531
52851,"56PQU",12.1579963005,155.34191228
52852,"56PQV",13.0611582053,155.35013771
52853,"56PRA",13.9540548831,156.283880348
52854,"56PRB",14.8568924007,156.297130996
52855,"56PRC",15.7591051052,156.311301354
52856,"56PRQ",8.53663714919,156.22299344
52857,"56PRR",9.43987170032,156.230996905
52858,"56PRS",10.3425106979,156.239837379
52859,"56PRT",11.2456327295,156.249536725
52860,"56PRU",12.1486909964,156.260102314
52861,"56PRV",13.0511388916,156.271540651
52862,"56QKD",16.6757352921,150.701660845
52863,"56QKE",17.5791117148,150.690527851
52864,"56QKF",18.4818565401,150.678717197
52865,"56QKG",19.385049378,150.666198341
52866,"56QKH",20.2881442851,150.652960604
52867,"56QKJ",21.1905956275,150.638993787
52868,"56QKK",22.0934828739,150.624261003
52869,"56QKL",22.9962604759,150.608748891
52870,"56QKM",23.8983832222,150.592444486
52871,"56QLD",16.6840204664,151.639228779
52872,"56QLE",17.587873394,151.63263267
52873,"56QLF",18.4910990203,151.625634985
52874,"56QLG",19.3947778383,151.618217615
52875,"56QLH",20.2983639335,151.610374218
52876,"56QLJ",21.2013116999,151.602098734
52877,"56QLK",22.104701545,151.59336929
52878,"56QLL",23.0079879799,151.584177948
52879,"56QLM",23.9106258569,151.574517006
52880,"56QMD",16.6880597614,152.576630676
52881,"56QME",17.5921450155,152.574577763
52882,"56QMF",18.4956050671,152.572399855
52883,"56QMG",19.3995208376,152.570091314
52884,"56QMH",20.3033464286,152.567650166
52885,"56QMJ",21.2065362474,152.565074521
52886,"56QMK",22.1101711588,152.562357568
52887,"56QML",23.0137057031,152.559496835
52888,"56QMM",23.9165947634,152.556489919
52889,"56QND",16.6878527906,153.51471862
52890,"56QNE",17.5919261403,153.517214442
52891,"56QNF",18.4953741806,153.519862223
52892,"56QNG",19.3992778102,153.522668821
52893,"56QNH",20.3030911282,153.525636635
52894,"56QNJ",21.2062685436,153.528767962
52895,"56QNK",22.1098908976,153.532071082
52896,"56QNL",23.0134127291,153.535549002
52897,"56QNM",23.9162889175,153.539204639
52898,"56QPD",16.6833961255,154.452656453
52899,"56QPE",17.5872131433,154.459697588
52900,"56QPF",18.4904025376,154.467167387
52901,"56QPG",19.3940447317,154.475085178
52902,"56QPH",20.2975938099,154.483457732
52903,"56QPJ",21.2005041644,154.492291515
52904,"56QPK",22.1038561329,154.501609874
52905,"56QPL",23.0071042206,154.511421282
52906,"56QPM",23.9097032739,154.521733959
52907,"56QQD",16.6747020286,155.38960862
52908,"56QQE",17.5780190287,155.401182704
52909,"56QQF",18.4807038953,155.413461279
52910,"56QQG",19.3838361296,155.426476097
52911,"56QQH",20.2868697848,155.440238255
52912,"56QQJ",21.1892592214,155.454758355
52913,"56QQK",22.092083795,155.470074737
52914,"56QQL",22.9947979454,155.48620129
52915,"56QQM",23.8968564576,155.503151488
52916,"56QRD",16.6617713145,156.326427386
52917,"56QRE",17.5643447272,156.342521305
52918,"56QRF",18.4662793173,156.35959455
52919,"56QRG",19.3686532119,156.377691218
52920,"56QRH",20.270920418,156.396826682
52921,"56QRJ",21.1725352569,156.417015621
52922,"56QRK",22.074575619,156.438311277
52923,"56QRL",22.976495855,156.460732883
52924,"56QRM",23.8777506539,156.484299095
52925,"56RKN",24.8009304188,150.575303661
52926,"56RKP",25.7033569435,150.557309731
52927,"56RKQ",26.60511804,150.538446294
52928,"56RKR",27.5072928174,150.518660832
52929,"56RKS",28.4093366041,150.497932507
52930,"56RKT",29.3107051222,150.476240589
52931,"56RKU",30.212477248,150.453522705
52932,"56RKV",31.1141087765,150.429752759
52933,"56RLN",24.8136954859,151.564360293
52934,"56RLP",25.7166518461,151.553697898
52935,"56RLQ",26.6189502848,151.542520072
52936,"56RLR",27.5216710038,151.530795665
52937,"56RLS",28.4242694842,151.518512296
52938,"56RLT",29.326201603,151.50565764
52939,"56RLU",30.2285474342,151.492194698
52940,"56RLV",31.1307629914,151.478107958
52941,"56RMN",24.8199191425,152.553328673
52942,"56RMP",25.7231338671,152.550010008
52943,"56RMQ",26.6256943359,152.546530884
52944,"56RMR",27.5286812848,152.542881604
52945,"56RMS",28.4315502669,152.539058305
52946,"56RMT",29.3337572383,152.535057149
