"FID","tile","lat","lon"
18130,"19UCR",50.0399849517,-71.0264520517
18131,"19UCS",50.9383534449,-71.0652694964
18132,"19UCT",51.8370985093,-71.1061543853
18133,"19UCU",52.7356801354,-71.1492283905
18134,"19UCV",53.6335586689,-71.1946222508
18135,"19UDA",54.5505885864,-69.6979206244
18136,"19UDB",55.4493087738,-69.7137014448
18137,"19UDP",48.2566880052,-69.6081681242
18138,"19UDQ",49.1563985252,-69.6191093958
18139,"19UDR",50.0559653379,-69.6306094594
18140,"19UDS",50.9548494843,-69.6426983918
18141,"19UDT",51.8541307192,-69.6554317677
18142,"19UDU",52.7532702316,-69.6688475868
18143,"19UDV",53.6517296606,-69.6829866876
18144,"19UEA",54.549626248,-68.1515035482
18145,"19UEB",55.4483139491,-68.1323189665
18146,"19UEP",48.255919129,-68.2606158683
18147,"19UEQ",49.1556050668,-68.247314442
18148,"19UER",50.0551463964,-68.2333337128
18149,"19UES",50.9540041081,-68.2186371223
18150,"19UET",51.853257857,-68.2031571153
18151,"19UEU",52.7523687674,-68.1868475008
18152,"19UEV",53.6507984144,-68.169658638
18153,"19UFA",54.5289095435,-66.6061148071
18154,"19UFB",55.4268982826,-66.5520458443
18155,"19UFP",48.2393655689,-66.9137006329
18156,"19UFQ",49.1385224652,-66.8761981814
18157,"19UFR",50.0375153532,-66.8367822019
18158,"19UFS",50.9358041888,-66.7953499227
18159,"19UFT",51.8344664302,-66.7517112395
18160,"19UFU",52.7329618824,-66.7057363389
18161,"19UFV",53.6307506941,-66.6572857404
18162,"19UGP",48.2070868394,-65.5693861235
18163,"19UGQ",49.1052131586,-65.5078142752
18164,"19UGR",50.0031377814,-65.4431062715
18165,"19UGS",50.9003186631,-65.375094352
18166,"19UGT",51.7978290033,-65.3034675509
18167,"19UGU",52.6951260531,-65.2280140715
18168,"19UGV",53.5916672066,-65.1485064501
18169,"19VCC",56.3272788335,-71.3467789696
18170,"19VCD",57.2250304861,-71.4035317701
18171,"19VCE",58.1226126758,-71.4637150372
18172,"19VCF",59.0194855154,-71.5275838403
18173,"19VCG",59.9167237892,-71.5955444328
18174,"19VCH",60.813786848,-71.6679299227
18175,"19VCJ",61.7101340231,-71.745109703
18176,"19VCK",62.6068381256,-71.8276480648
18177,"19VCL",63.5033571944,-71.9160358754
18178,"19VDC",56.3473524201,-69.7303856215
18179,"19VDD",57.2457988925,-69.748067266
18180,"19VDE",58.1441104819,-69.766819146
18181,"19VDF",59.0417498713,-69.7867210421
18182,"19VDG",59.9397961697,-69.8078999118
18183,"19VDH",60.8377121041,-69.8304600033
18184,"19VDJ",61.7349607524,-69.8545169616
18185,"19VDK",62.6326208775,-69.8802473082
18186,"19VDL",63.5301555156,-69.9078048298
18187,"19VEC",56.3463236208,-68.1120362534
18188,"19VED",57.2447344648,-68.0905410122
18189,"19VEE",58.1430086487,-68.0677447964
18190,"19VEF",59.040608726,-68.0435506367
18191,"19VEG",59.9386135837,-68.0178042192
18192,"19VEH",60.8364857724,-67.9903788412
18193,"19VEJ",61.7336881803,-67.9611339477
18194,"19VEK",62.6312992617,-67.9298549918
18195,"19VEL",63.5287817948,-67.8963550684
18196,"19VFC",56.3241770187,-66.494886115
18197,"19VFD",57.2218213759,-66.4343140691
18198,"19VFE",58.1192909363,-66.3700814678
18199,"19VFF",59.0160454198,-66.3019162435
18200,"19VFG",59.9131589431,-66.2293850068
18201,"19VFH",60.8100903394,-66.1521324777
18202,"19VFJ",61.7062983624,-66.069764702
18203,"19VFK",62.6028549086,-65.9816797885
18204,"19VFL",63.499217249,-65.8873542887
18205,"19WDM",64.4270279918,-69.9373624671
18206,"19WDN",65.324316571,-69.9691747605
18207,"19WDP",66.2214843972,-70.0034768513
18208,"19WDQ",67.1179947947,-70.0405374272
18209,"19WDR",68.0149252665,-70.0807402819
18210,"19WDS",68.9117387005,-70.1244612657
18211,"19WDT",69.8078979874,-70.1721382933
18212,"19WDU",70.7044793379,-70.2243831351
18213,"19WDV",71.6009447054,-70.2818314038
18214,"19WEM",64.425598818,-67.8604240051
18215,"19WEN",65.322828157,-67.8217524466
18216,"19WEP",66.2199325594,-67.7800546398
18217,"19WEQ",67.1163748999,-67.7350040741
18218,"19WER",68.013232022,-67.6861343529
18219,"19WES",68.9099661835,-67.6329887754
18220,"19WET",69.806039533,-67.5750352532
18221,"19WEU",70.7025272406,-67.5115304417
18222,"19WEV",71.5988901862,-67.4417021228
18223,"19WFM",64.3948422154,-65.7861999173
18224,"19WFN",65.2907982636,-65.677350075
18225,"19WFP",66.1865396941,-65.560005797
18226,"19WFQ",67.0815197261,-65.4332548379
18227,"19WFR",67.9768011721,-65.2957933112
18228,"19WFS",68.8718327722,-65.1463471887
18229,"19WFT",69.7660609287,-64.9834336834
18230,"19WFU",70.6605385769,-64.8049806244
18231,"19WFV",71.5547037431,-64.6088408927
18232,"19XDA",72.4967556759,-70.3452419466
18233,"19XDB",73.3929860597,-70.4156618458
18234,"19XDC",74.2890954045,-70.4942481639
18235,"19XDD",75.1845420642,-70.5824269531
18236,"19XDE",76.080394801,-70.6821673241
18237,"19XDF",76.9761071563,-70.7957970648
18238,"19XDG",77.8711292271,-70.9263131786
18239,"19XDH",78.7665173985,-71.0779356011
18240,"19XDJ",79.6617085526,-71.2560677749
18241,"19XDK",80.556128485,-71.4681285258
18242,"19XDL",81.4507956789,-71.7250987046
18243,"19XEA",72.4945886722,-67.3646284176
18244,"19XEB",73.3906947274,-67.2790372998
18245,"19XEC",74.28666594,-67.1835233594
18246,"19XED",75.1819582481,-67.076354646
18247,"19XEE",76.077637065,-66.9551397947
18248,"19XEF",76.9731519787,-66.817052454
18249,"19XEG",77.8679479941,-66.6584544112
18250,"19XEH",78.7630743098,-66.4742236496
18251,"19XEJ",79.6579586,-66.2578039135
18252,"19XEK",80.5520139994,-66.0001968321
18253,"19XEL",81.4462402071,-65.6880887789
18254,"19XEM",82.339989436,-65.3025198183
18255,"19XEN",83.2325519401,-64.8145991488
18256,"19XEP",84.1247114886,-64.1767251356
18257,"19XFA",72.4479894604,-64.3924551384
18258,"20CMA",-76.1679843164,-64.6926218361
18259,"20CMB",-75.2721448608,-64.5916379007
18260,"20CMC",-74.3761732219,-64.502372975
18261,"20CMD",-73.4806134222,-64.4229643807
18262,"20CME",-72.5843947341,-64.3518026775
18263,"20CMQ",-81.5382582595,-65.7531644901
18264,"20CMR",-80.6436233082,-65.4910713206
18265,"20CMS",-79.7486919601,-65.2750514842
18266,"20CMT",-78.8540587768,-65.0940807893
18267,"20CMU",-77.9586885784,-64.9401352425
18268,"20CMV",-77.063145069,-64.8076877852
18269,"20CNA",-76.1652083863,-60.9424347262
18270,"20CNB",-75.2695449549,-61.0651603054
18271,"20CNC",-74.3737295085,-61.1736486373
18272,"20CND",-73.4783092287,-61.2701616552
18273,"20CNE",-72.5822161229,-61.3566541437
18274,"20CNN",-83.3198351366,-58.7598029892
18275,"20CNP",-82.426813301,-59.2601608402
18276,"20CNQ",-81.5336546596,-59.6540047812
18277,"20CNR",-80.6394694215,-59.9723287344
18278,"20CNS",-79.744909345,-60.2347413494
18279,"20CNT",-78.8505878452,-60.4546072237
18280,"20CNU",-77.955483445,-60.6416590588
18281,"20CNV",-77.0601692663,-60.8026028545
18282,"20CPE",-72.5353679832,-58.3700737532
18283,"20DMF",-71.68805751,-64.2877201217
18284,"20DMG",-70.7921412415,-64.2297591818
18285,"20DMH",-69.8955712189,-64.1770367461
18286,"20DMJ",-68.9988853277,-64.1289144183
18287,"20DMK",-68.1026212293,-64.0848531922
18288,"20DML",-67.2057022446,-64.0443248872
18289,"20DMM",-66.3086652877,-64.0069535883
18290,"20DMN",-65.412047342,-63.9724146278
18291,"20DMP",-64.5147706358,-63.9403705917
18292,"20DNF",-71.6859925218,-61.4345444746
18293,"20DNG",-70.7901795378,-61.5049958007
18294,"20DNH",-69.8937039629,-61.5690810212
18295,"20DNJ",-68.9971047627,-61.6275757338
18296,"20DNK",-68.100920507,-61.6811348214
18297,"20DNL",-67.2040754186,-61.7304000941
18298,"20DNM",-66.3071070459,-61.7758283211
18299,"20DNN",-65.4105529188,-61.8178140297
18300,"20DNP",-64.5133358421,-61.8567672648
18301,"20DPF",-71.641581464,-58.5887409364
18302,"20DPG",-70.7479846775,-58.7866218311
18303,"20DPH",-69.853536393,-58.966698903
18304,"20DPJ",-68.958798525,-59.1311281967
18305,"20DPK",-68.0643290283,-59.2817326433
18306,"20DPL",-67.1690713531,-59.4203031295
18307,"20DPM",-66.2735765653,-59.5481136662
18308,"20DPN",-65.3783938675,-59.6662656838
18309,"20DPP",-64.4824584263,-59.7759063116
18310,"20ELA",-58.2098311274,-65.4697572658
18311,"20ELB",-57.3128039695,-65.4092606928
18312,"20ELC",-56.415068824,-65.3521845663
18313,"20ELQ",-63.590471392,-65.9249593618
18314,"20ELR",-62.6945083894,-65.8360234046
18315,"20ELS",-61.7978221959,-65.7529378286
18316,"20ELT",-60.900954504,-65.6752154056
18317,"20ELU",-60.004446782,-65.6024207853
18318,"20ELV",-59.1072255342,-65.534044563
18319,"20EMA",-58.2314017705,-63.7687018653
18320,"20EMB",-57.3336421256,-63.7498522164
18321,"20EMC",-56.4352089029,-63.7320697085
18322,"20EMQ",-63.6173718088,-63.9105872075
18323,"20EMR",-62.7203877221,-63.8828584028
18324,"20EMS",-61.8227399403,-63.8569571464
18325,"20EMT",-60.9249651904,-63.832730772
18326,"20EMU",-60.0276005134,-63.8100429362
18327,"20EMV",-59.1295670312,-63.7887343394
18328,"20ENA",-58.2302962024,-62.0654560248
18329,"20ENB",-57.3325741213,-62.088371086
18330,"20ENC",-56.4341766952,-62.109988938
18331,"20ENQ",-63.6159928495,-61.892972723
18332,"20ENR",-62.7190611502,-61.9266808385
18333,"20ENS",-61.8214626979,-61.9581675423
18334,"20ENT",-60.9237344772,-61.9876183689
18335,"20ENU",-60.0264137545,-62.0151990274
18336,"20ENV",-59.1284219307,-62.0411031356
18337,"20EPA",-58.206498141,-60.3636327427
18338,"20EPB",-57.309584089,-60.4281996508
18339,"20EPC",-56.4119567407,-60.4891167126
18340,"20EPQ",-63.5863156914,-59.877831456
18341,"20EPR",-62.6905102661,-59.9727417256
18342,"20EPS",-61.7939724869,-60.0614104555
18343,"20EPT",-60.8972448087,-60.1443572058
18344,"20EPU",-60.0008693769,-60.2220462496
18345,"20EPV",-59.1037735288,-60.2950209636
18346,"20FLD",-55.5171654503,-65.2982995176
18347,"20FLE",-54.6196338195,-65.2473955947
18348,"20FLF",-53.7213974908,-65.1991958964
18349,"20FLG",-52.8229960627,-65.1535368386
18350,"20FLH",-51.9249694406,-65.1102671724
18351,"20FLJ",-51.0262403256,-65.0691748189
18352,"20FLK",-50.1273484253,-65.0301407266
18353,"20FLL",-49.2288338256,-64.9930538006
18354,"20FLM",-48.3296185857,-64.957748302
18355,"20FMD",-55.5366395552,-63.7152826124
18356,"20FME",-54.6384719463,-63.6994252984
18357,"20FMF",-53.7396266363,-63.684411312
18358,"20FMG",-52.8406415931,-63.6701895321
18359,"20FMH",-51.9420552177,-63.6567127065
18360,"20FMJ",-51.0427878765,-63.6439146586
18361,"20FMK",-50.143378106,-63.6317582024
18362,"20FML",-49.2443648988,-63.6202086491
18363,"20FMM",-48.3446684506,-63.6092143013
18364,"20FND",-55.5356414957,-62.1303967595
18365,"20FNE",-54.6375064953,-62.1496743283
18366,"20FNF",-53.7386924088,-62.1679267293
18367,"20FNG",-52.839737287,-62.1852160994
18368,"20FNH",-51.9411796081,-62.2015998756
18369,"20FNJ",-51.0419398598,-62.2171585023
18370,"20FNK",-50.1425566374,-62.2319371775
18371,"20FNL",-49.2435689889,-62.2459780686
18372,"20FNM",-48.3438972091,-62.2593440177
18373,"20FPD",-55.5141562162,-60.546628593
18374,"20FPE",-54.6167228049,-60.6009592531
18375,"20FPF",-53.7185805336,-60.6524041361
18376,"20FPG",-52.820269249,-60.7011377494
18377,"20FPH",-51.9223290877,-60.7473214537
18378,"20FPJ",-51.0236831124,-60.7911815446
18379,"20FPK",-50.1248712121,-60.8328450369
18380,"20FPL",-49.2264336376,-60.8724304576
18381,"20FPM",-48.3272927384,-60.9101146702
18382,"20FQF",-53.6793721518,-59.1404962348
18383,"20FQG",-52.7823143495,-59.2204673713
18384,"20FQH",-51.8855765854,-59.2962627315
18385,"20FQJ",-50.9880869116,-59.3682522302
18386,"20FQK",-50.0903877182,-59.4366430628
18387,"20FQL",-49.1930215789,-59.5016286746
18388,"20FQM",-48.2949148308,-59.5634984413
18389,"20GKA",-40.2078951892,-65.8801686902
18390,"20GKU",-42.0069459269,-65.9599559801
18391,"20GKV",-41.1077770911,-65.9191709474
18392,"20GLA",-40.2311752277,-64.7055925808
18393,"20GLN",-47.4302427071,-64.9241360929
18394,"20GLP",-46.5312466077,-64.8921342161
18395,"20GLQ",-45.6315518556,-64.8616109183
18396,"20GLR",-44.7316988642,-64.8324999914
18397,"20GLS",-43.8322284849,-64.8047386078
18398,"20GLT",-42.9320618971,-64.7782205082
18399,"20GLU",-42.0317400037,-64.7528953421
18400,"20GLV",-41.1318041595,-64.7287149465
18401,"20GMA",-40.2425274939,-63.5307031998
18402,"20GMN",-47.4448279112,-63.5987476442
18403,"20GMP",-46.5453828945,-63.5887827827
18404,"20GMQ",-45.6452534515,-63.5792786358
18405,"20GMR",-44.7449793642,-63.5702145407
18406,"20GMS",-43.8451008941,-63.5615708939
18407,"20GMT",-42.9445379563,-63.5533145725
18408,"20GMU",-42.0438309875,-63.5454298672
18409,"20GMV",-41.1435209013,-63.5379017539
18410,"20GNA",-40.2419457738,-62.3547915621
18411,"20GNN",-47.4440804873,-62.2720684732
18412,"20GNP",-46.5446584816,-62.2841829104
18413,"20GNQ",-45.6445513193,-62.2957372679
18414,"20GNR",-44.7442988166,-62.3067566654
18415,"20GNS",-43.8444412621,-62.3172649296
18416,"20GNT",-42.943898639,-62.3273023295
18417,"20GNU",-42.0432114068,-62.3368879586
18418,"20GNV",-41.1429205013,-62.3460400821
18419,"20GPA",-40.229420689,-61.1792656373
18420,"20GPN",-47.4279886473,-60.9459917139
18421,"20GPP",-46.5290619045,-60.9801501011
18422,"20GPQ",-45.6294343128,-61.012730439
18423,"20GPR",-44.729646382,-61.04380337
18424,"20GPS",-43.8302390568,-61.0734359316
18425,"20GPT",-42.9301337111,-61.1017415273
18426,"20GPU",-42.0298713177,-61.1287738845
18427,"20GPV",-41.1299933017,-61.1545843958
18428,"20GQA",-40.204992362,-60.0055310199
18429,"20GQN",-47.3966094305,-59.6224059104
18430,"20GQP",-46.4986476261,-59.6784956641
18431,"20GQQ",-45.5999544732,-59.7319979281
18432,"20GQR",-44.7010718269,-59.7830281355
18433,"20GQS",-43.8025418974,-59.8316958672
18434,"20GQT",-42.9032887619,-59.8781869229
18435,"20GQU",-42.0038543905,-59.9225891476
18436,"20GQV",-41.1047811526,-59.9649865955
18437,"20HKB",-39.3078423684,-65.8428841975
18438,"20HKC",-38.4081611988,-65.8072547749
18439,"20HKD",-37.5077741549,-65.7731599823
18440,"20HKE",-36.6072237698,-65.7405493949
18441,"20HKF",-35.7070530065,-65.7093739924
18442,"20HKG",-34.8061838774,-65.679533638
18443,"20HKH",-33.9051593562,-65.6509889386
18444,"20HKJ",-33.0045228511,-65.6237012792
18445,"20HKK",-32.1031959914,-65.5975868933
18446,"20HLB",-39.3303946467,-64.6834895481
18447,"20HLC",-38.4300043184,-64.6623685436
18448,"20HLD",-37.5289248397,-64.642158046
18449,"20HLE",-36.6276982202,-64.6228280539
18450,"20HLF",-35.7268669229,-64.6043494113
18451,"20HLG",-34.8253513269,-64.5866626739
18452,"20HLH",-33.9236940194,-64.5697444109
18453,"20HLJ",-33.0224380343,-64.5535716606
18454,"20HLK",-32.120503562,-64.5380947113
18455,"20HMB",-39.3413918588,-63.5238221352
18456,"20HMC",-38.4406555632,-63.5172469255
18457,"20HMD",-37.5392382937,-63.5109552856
18458,"20HME",-36.6376818002,-63.5049378606
18459,"20HMF",-35.7365282982,-63.4991855567
18460,"20HMG",-34.8346973721,-63.4936798567
18461,"20HMH",-33.9327314172,-63.4884134547
18462,"20HMJ",-33.031173286,-63.483379192
18463,"20HMK",-32.1289424655,-63.478561584
18464,"20HNB",-39.3408283347,-62.3631570701
18465,"20HNC",-38.44010977,-62.3711507499
18466,"20HND",-37.5387098116,-62.3787996917
18467,"20HNE",-36.6371702235,-62.38611527
18468,"20HNF",-35.736033234,-62.3931085376
18469,"20HNG",-34.8342184678,-62.3998020064
18470,"20HNH",-33.9322683302,-62.4062045561
18471,"20HNJ",-33.0307256826,-62.4123248914
18472,"20HNK",-32.128510049,-62.4181818359
18473,"20HPB",-39.3286949739,-61.2028588997
18474,"20HPC",-38.4283581058,-61.2254039951
18475,"20HPD",-37.5273308274,-61.2469772552
18476,"20HPE",-36.6261551841,-61.2676106941
18477,"20HPF",-35.7253736787,-61.2873354292
18478,"20HPG",-34.8239068133,-61.3062149032
18479,"20HPH",-33.9222972041,-61.3242741236
18480,"20HPJ",-33.0210879127,-61.3415375905
18481,"20HPK",-32.1191992402,-61.3580583649
18482,"20HQB",-39.3050302531,-60.0442899691
18483,"20HQC",-38.4054374815,-60.0813285862
18484,"20HQD",-37.5051367527,-60.116772048
18485,"20HQE",-36.6046706646,-60.1506727488
18486,"20HQF",-35.7045822451,-60.1830816273
18487,"20HQG",-34.8037937078,-60.214102761
18488,"20HQH",-33.9028480761,-60.2437770871
18489,"20HQJ",-33.002288803,-60.2721447298
18490,"20HQK",-32.1010376967,-60.2992927578
18491,"20JKL",-31.2017222274,-65.572614829
18492,"20JKM",-30.3006454304,-65.548754476
18493,"20JKN",-29.3988869159,-65.525935475
18494,"20JKP",-28.4969906207,-65.5041333995
18495,"20JKQ",-27.5955008902,-65.4833238707
18496,"20JKR",-26.6933387752,-65.4634476565
18497,"20JKS",-25.7910486974,-65.4444854377
18498,"20JKT",-24.8891754654,-65.426417725
18499,"20JLL",-31.2184337705,-64.5232951592
18500,"20JLM",-30.3167722586,-64.5091548102
18501,"20JLN",-29.414439053,-64.4956319133
18502,"20JLP",-28.5119778919,-64.4827119515
18503,"20JLQ",-27.6099329217,-64.4703804359
18504,"20JLR",-26.7072240297,-64.4586022291
18505,"20JLS",-25.8043955,-64.4473658486
18506,"20JLT",-24.9019920069,-64.4366597155
18507,"20JML",-31.2265819835,-63.4739548923
18508,"20JMM",-30.3246353074,-63.4695534456
18509,"20JMN",-29.4220218334,-63.4653442407
18510,"20JMP",-28.5192851992,-63.461322754
18511,"20JMQ",-27.6169694602,-63.4574844655
18512,"20JMR",-26.7139939309,-63.4538184359
18513,"20JMS",-25.8109028297,-63.4503210849
18514,"20JMT",-24.9082407636,-63.4469888035
18515,"20JNL",-31.2261644633,-62.4237823649
18516,"20JNM",-30.3242323994,-62.4291333733
18517,"20JNN",-29.4216332876,-62.4342506686
18518,"20JNP",-28.5189107709,-62.439139752
18519,"20JNQ",-27.6166089058,-62.4438061147
18520,"20JNR",-26.7136470408,-62.4482630585
18521,"20JNS",-25.8105693935,-62.4525149344
18522,"20JNT",-24.907920578,-62.4565661302
18523,"20JPL",-31.2171743734,-61.373856088
18524,"20JPM",-30.3155569328,-61.3889501761
18525,"20JPN",-29.413267043,-61.4033851907
18526,"20JPP",-28.5108484549,-61.4171766261
18527,"20JPQ",-27.6088453328,-61.4303399444
18528,"20JPR",-26.7061776496,-61.4429126501
18529,"20JPS",-25.8033897018,-61.4549069982
18530,"20JPT",-24.9010261719,-61.4663353462
18531,"20JQL",-31.1996382437,-60.3252533353
18532,"20JQM",-30.2986343494,-60.3500582696
18533,"20JQN",-29.3969474883,-60.3737806989
18534,"20JQP",-28.4951216245,-60.3964460031
18535,"20JQQ",-27.5937011246,-60.4180795196
18536,"20JQR",-26.6916071863,-60.4387428168
18537,"20JQS",-25.7893842484,-60.4584559714
18538,"20JQT",-24.8875771381,-60.4772392377
18539,"20JRS",-25.7685557942,-59.4623250816
18540,"20JRT",-24.8675759469,-59.4884384396
18541,"20KKA",-22.1817617665,-65.3772210427
18542,"20KKB",-21.2788850727,-65.3624130289
18543,"20KKC",-20.3759021878,-65.3483648613
18544,"20KKD",-19.4733587828,-65.3350640475
18545,"20KKE",-18.5701753437,-65.3224756936
18546,"20KKF",-17.666897626,-65.3105903227
18547,"20KKG",-16.7640716828,-65.2993979666
18548,"20KKU",-23.9866399114,-65.4091946682
18549,"20KKV",-23.0839869258,-65.3928009761
18550,"20KLA",-22.1930299111,-64.4075088568
18551,"20KLB",-21.289650025,-64.3987348255
18552,"20KLC",-20.3861698601,-64.3904111296
18553,"20KLD",-19.4831350376,-64.3825303498
18554,"20KLE",-18.5794651228,-64.3750717936
18555,"20KLF",-17.6757058514,-64.3680298331
18556,"20KLG",-16.7724032558,-64.3613985453
18557,"20KLU",-23.9989333128,-64.4264542593
18558,"20KLV",-23.095764226,-64.4167403977
18559,"20KMA",-22.1985236473,-63.4379157475
18560,"20KMB",-21.2948984055,-63.4351849157
18561,"20KMC",-20.3911757707,-63.4325942638
18562,"20KMD",-19.4879013401,-63.4301414789
18563,"20KME",-18.5839942309,-63.4278201183
18564,"20KMF",-17.6800001682,-63.4256284291
18565,"20KMG",-16.7764651724,-63.423564566
18566,"20KMU",-24.0049269759,-63.4438123836
18567,"20KMV",-23.1015062291,-63.4407889951
18568,"20KNA",-22.1982421497,-62.4675966371
18569,"20KNB",-21.2946294813,-62.4709166292
18570,"20KNC",-20.3909192706,-62.4740662007
18571,"20KND",-19.4876571175,-62.4770481619
18572,"20KNE",-18.5837621618,-62.4798703451
18573,"20KNF",-17.6797801301,-62.4825348817
18574,"20KNG",-16.7762570432,-62.4850440154
18575,"20KNU",-24.0046198619,-62.4604278389
18576,"20KNV",-23.1012120105,-62.4641035039
18577,"20KPA",-22.1921807694,-61.4974527371
18578,"20KPB",-21.2888388069,-61.5068186914
18579,"20KPC",-20.3853961166,-61.5157039375
18580,"20KPD",-19.4823983291,-61.5241163956
18581,"20KPE",-18.5787650752,-61.5320781512
18582,"20KPF",-17.6750420933,-61.539595211
18583,"20KPG",-16.7717754184,-61.546673898
18584,"20KPU",-23.998006905,-61.4772292541
18585,"20KPV",-23.094876713,-61.4875984202
18586,"20KQA",-22.1803565173,-60.5283845116
18587,"20KQB",-21.2775425719,-60.5437791028
18588,"20KQC",-20.3746216989,-60.5583837709
18589,"20KQD",-19.4721395755,-60.572211503
18590,"20KQE",-18.5690168011,-60.5852985714
18591,"20KQF",-17.6657991356,-60.5976548219
18592,"20KQG",-16.763032633,-60.6092906193
18593,"20KQU",-23.9851068155,-60.4951444348
18594,"20KQV",-23.0825181872,-60.5121874527
18595,"20KRA",-22.1627711498,-59.5595465127
18596,"20KRB",-21.2607423386,-59.5809508621
18597,"20KRC",-20.3585973971,-59.6012573461
18598,"20KRD",-19.4568820787,-59.6204839522
18599,"20KRE",-18.5545184167,-59.6386810485
18600,"20KRF",-17.6520521986,-59.6558622724
18601,"20KRG",-16.7500295119,-59.672041979
18602,"20KRU",-23.9659218031,-59.5133317242
18603,"20KRV",-23.0641384044,-59.5370269284
18604,"20LKH",-15.8606178661,-65.28886984
18605,"20LKJ",-14.9570823101,-65.2789985925
18606,"20LKK",-14.0540114023,-65.2697763264
18607,"20LKL",-13.1503253897,-65.2611797169
18608,"20LKM",-12.2465707337,-65.2532031773
18609,"20LKN",-11.3432941122,-65.2458405383
18610,"20LKP",-10.4394156852,-65.2390734313
18611,"20LKQ",-9.53548219265,-65.2328977634
18612,"20LKR",-8.63204054923,-65.2273088357
18613,"20LLH",-15.868476822,-64.3551608647
18614,"20LLJ",-14.9644726869,-64.349312425
18615,"20LLK",-14.0609372397,-64.3438485355
18616,"20LLL",-13.1567899045,-64.3387553672
18617,"20LLM",-12.2525771617,-64.3340296025
18618,"20LLN",-11.3488457109,-64.3296675785
18619,"20LLP",-10.4445149212,-64.3256584044
18620,"20LLQ",-9.54013156532,-64.3219996494
18621,"20LLR",-8.63624259372,-64.3186885246
18622,"20LMH",-15.8723083099,-63.4216232147
18623,"20LMJ",-14.9680757154,-63.4198030157
18624,"20LMK",-14.0643137821,-63.4181025056
18625,"20LML",-13.1599415292,-63.4165173804
18626,"20LMM",-12.2555054487,-63.4150466066
18627,"20LMN",-11.3515522511,-63.4136890413
18628,"20LMP",-10.4470009181,-63.4124412958
18629,"20LMQ",-9.54239823909,-63.411302612
18630,"20LMR",-8.63829118009,-63.4102721203
18631,"20LNH",-15.8721119879,-62.487404206
18632,"20LNJ",-14.967891099,-62.4896171075
18633,"20LNK",-14.0641407705,-62.4916844969
18634,"20LNL",-13.1597800424,-62.4936116083
18635,"20LNM",-12.2553554067,-62.4953996979
18636,"20LNN",-11.3514135712,-62.4970501535
18637,"20LNP",-10.4468735381,-62.4985670976
18638,"20LNQ",-9.54228209704,-62.499951451
18639,"20LNR",-8.63818621302,-62.5012042696
18640,"20LPH",-15.8678846014,-61.5533324263
18641,"20LPJ",-14.9639157763,-61.559575456
18642,"20LPK",-14.060415337,-61.5654079948
18643,"20LPL",-13.1563027652,-61.5708448021
18644,"20LPM",-12.2521245428,-61.5758894206
18645,"20LPN",-11.3484273669,-61.5805457594
18646,"20LPP",-10.4441306661,-61.5848254423
18647,"20LPQ",-9.53978121103,-61.588731064
18648,"20LPR",-8.63592594692,-61.5922656002
18649,"20LQH",-15.8596377553,-60.6202358821
18650,"20LQJ",-14.9561606336,-60.630498251
18651,"20LQK",-14.0531476574,-60.6400859359
18652,"20LQL",-13.1495191772,-60.6490231808
18653,"20LQM",-12.2458216496,-60.6573157952
18654,"20LQN",-11.3426017503,-60.6649701886
18655,"20LQP",-10.4387797386,-60.6720054573
18656,"20LQQ",-9.53490234936,-60.6784258541
18657,"20LQR",-8.63151649359,-60.6842362623
18658,"20LRH",-15.847372169,-59.6872617257
18659,"20LRJ",-14.944626296,-59.7015320915
18660,"20LRK",-14.0423382759,-59.7148644527
18661,"20LRL",-13.1394297434,-59.7272924872
18662,"20LRM",-12.2364471247,-59.7388242374
18663,"20LRN",-11.3339370602,-59.7494685871
18664,"20LRP",-10.4308210452,-59.7592520679
18665,"20LRQ",-9.52764575755,-59.768180566
18666,"20LRR",-8.62495805537,-59.7762608514
18667,"20MKA",-4.11207091344,-65.2078797878
18668,"20MKB",-3.20842571927,-65.2056668494
18669,"20MKC",-2.30422092645,-65.2040018491
18670,"20MKD",-1.40000376886,-65.2028842265
18671,"20MKE",-0.496321523519,-65.2023127838
18672,"20MKS",-7.72801084722,-65.2222928535
18673,"20MKT",-6.82394004979,-65.2178470217
18674,"20MKU",-5.92037525052,-65.2139679238
18675,"20MKV",-5.01623649672,-65.2106460566
18676,"20MLA",-4.11406135505,-64.3071780333
18677,"20MLB",-3.20997774857,-64.3058670196
18678,"20MLC",-2.3053350174,-64.3048806216
18679,"20MLD",-1.40068044934,-64.3042185093
18680,"20MLE",-0.496561376306,-64.3038799685
18681,"20MLS",-7.7317673307,-64.3157168516
18682,"20MLT",-6.82725278529,-64.3130829693
18683,"20MLU",-5.92324609693,-64.3107848498
18684,"20MLV",-5.01866656021,-64.3088168625
18685,"20MMA",-4.11503173253,-63.4066898337
18686,"20MMB",-3.21073439228,-63.406281822
18687,"20MMC",-2.30587815575,-63.4059748385
18688,"20MMD",-1.40101034405,-63.4057687768
18689,"20MME",-0.496678308857,-63.4056634176
18690,"20MMS",-7.73359869482,-63.4093472755
18691,"20MMT",-6.8288678112,-63.4085275596
18692,"20MMU",-5.92464569025,-63.4078123414
18693,"20MMV",-5.01985126233,-63.4071998662
18694,"20MNA",-4.11498201171,-62.5055594281
18695,"20MNB",-3.21069562161,-62.5060554681
18696,"20MNC",-2.30585032623,-62.5064286831
